post_id,url,description,create_time,digg_count,share_count,collect_count,comment_count,play_count,video_duration,hashtags,profile_username,profile_followers,is_verified,region,_search_keyword,_platforms,_match_source,_topic,_transcript
7620285572120169741,https://www.tiktok.com/@gianni.predicts/video/7620285572120169741,Ai has “took” my job😭 #predictionmarkets #polysight #fyp #polymarket ,2026-03-23T03:20:29.000Z,5,,2,0,267,13,"predictionmarkets, polysight, fyp, polymarket",gianni.predicts,13,False,US,#predictionmarkets,polymarket,"description, hashtags",,Thanks for watching!
7618370439072533774,https://www.tiktok.com/@sccg_sports/video/7618370439072533774,#predictionmarkets #kalshi #sportsbettingtok #betting ,2026-03-17T23:28:26.000Z,37,1,4,0,981,62,"predictionmarkets, kalshi",SCCG,177,False,US,#predictionmarkets,"kalshi, prediction_market","description, hashtags, transcript",,"Imagine stepping into the fascinating world of prediction markets, where insights and knowledge come together to forecast future events. Alex turns to Jamie, curious about how these markets work. Jamie explains that prediction markets allow people to buy and sell shares based on future outcomes, with prices fluctuating according to collective beliefs about what will happen. Jamie further elaborates on platforms like CalShi, which differ from traditional sportsbooks. These platforms are regulated by the Commodity Futures Trading Commission, meaning their contracts are classified as financial derivatives rather than mere betting. This federal oversight allows CalShi to operate across all 50 states. Yet a tug of war emerges, as many state regulators view these markets as a threat, resembling sports betting and potentially dodging state licensing. As prediction markets expand, they could either reshape or compete with the existing state-regulated sports betting landscape, making this an intriguing evolution to watch."
7619476198275501325,https://www.tiktok.com/@colepredicts/video/7619476198275501325,No this isn’t a trading course.. #predictionmarkets #polymarket #kalshi #prediction ,2026-03-20T22:59:38.000Z,54,2,21,4,813,87,"predictionmarkets, polymarket, kalshi, prediction",colepredicts,883,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags, transcript",,"Kalshi and Polymark are infinite money glitches if you know what you're doing. I don't think you guys realize this, but you can see what guys who are making millions of dollars a month trading on Polymarketplace exactly when they place those trades for free and it's public information. Check this out. So this is the leaderboard on Polymarket and this is the last month. There's guys who are literally at $4 million in profit. You can even go to his profile and see exactly what predictions this guy's taking and the ones that he took in the past right here. And I'm following a bot that shows what these guys are placing in real time so that I can actually copy trade them. One of these whales placed like 50 different contracts for like 900 bucks. So count, do the math. It's quite a lot of money that he put on Sinners to not win the best picture at the 90th Academy Awards. And as you can see, no, Sinners did not win. I mean, these guys know something that we don't, and that's why I'm listening to them. They've obviously made a ton of money doing this. So it's clear to see. The biggest part is honestly putting your ego behind you and stop thinking that you're some trader, you're some sports better, you're some guru at predicting stuff and realize there's people who have information that you don't and know more than you do and that you can literally copy trade these people for free bot that I follow that shows me these predictions is called prediction radar. And it's honestly very unknown right now. I'm not even sure if I'm supposed to be making this video and talking about this, but I put their discord in my bio. So if you go there, it shows you how to get onto the bot. It takes like two minutes, but you do need to set up a polymark or a calcium account, which also probably takes another two minutes. So yeah, I'm going to post a ton more videos about this as well. So make sure that you follow."
7602780233321794847,https://www.tiktok.com/@chungtradez/video/7602780233321794847,Featured in the Wall Street Journal for trading markets using quantitative analysis and Bayesian Probability but got some criticism on it. Heres how I prove them wrong #prediction #kalshi #wsj #trading #quant ,2026-02-03T23:10:35.000Z,202,4,70,54,6265,68,"prediction, kalshi, wsj, trading, quant",chungtradez,6438,False,US,#predictionmarkets,kalshi,"description, hashtags",,"So I recently got featured on the Wall Street Journal where over 10 million people saw how I trade the predictions markets. The comments immediately went off, talking about how this is just sports betting, the start to how gambling addictions start, and even going as far as saying that this may be a bigger threat than China is to the future of America. But let's prove all those people wrong and show you the difference between an average gambler and a quant trader. On the left is what an average gambler would bet on player props. They risk their money on gut feeling and might even take a quick look at statistics. But what they don't take into consideration is the uncontrollable variables that makes it inconsistent. Things like emotions, coaching scripts, game scripts, weather, injuries, all things that you can't put into math to justify the odds on a bet. On the other side is the dimensions market where there are almost no hidden variables and you're able to calculate everything into math to perfectly calculate an expected value of a bet. For an example, we'll go to the word trade during the NFC Championship game where I made just under $100. We apply all the data into our quant model and got a final percentage of 98-99% chance of this happening. And at the time I was trading at 82% and the quant verdict saying smash this bet with almost a 17% expected value in return. If you want to start learning how to become a winning trader using quant models like mine make sure you follow, leave a like, and comment the word quant and I'll get back to as many people as possible."
7617963323249659149,https://www.tiktok.com/@colepredicts/video/7617963323249659149,Academy awards potentially rigged? #predictionmarkets #polymarket #kalshi #academyawards ,2026-03-16T21:08:36.000Z,54,2,6,4,1227,86,"predictionmarkets, polymarket, kalshi, academyawards",colepredicts,883,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags, transcript",,were the academy awards actually rigged so i actually knew what was going to be the winner of best picture before it even happened and no i'm not that smart let me explain as you probably know by now on polymarket everything is public information so when insider traders place trades you can see exactly what they're placing because it's all on the blockchain and i follow a bot that alerts me when these whales are placing trades and this guy placed like 50 trades with just different sizes this is just one of them to put an example on the buy no for sinners to win the best picture at the 90th academy awards so it was straight free money taking this and i knew that it was going to win but he also put buy yes contracts on one battle after another to actually yes to win the best picture award so i knew one battle after another was going to win and not sinners that's because these guys win like almost every single trade that they place there's literally guys on polymarket putting hundreds of thousands even millions of dollars in the most random things ever and winning like almost every single time if you want me to plug you with the bot that i follow that shows me these whales and the trades they're placing right when they place them just comment the word bot or dm me the word bot and then follow me so i can message you back i do want to make that clear though that it's not 100 necessary to follow this bot because you can get all this stuff it's public information but if you want to be able to actually copy trade these guys and have alerted to your phone seconds after it's being placed rather than looking hours and hours later then you kind of need the bot
7589819984960965919,https://www.tiktok.com/@ghostinthesam/video/7589819984960965919,"💭THINKING ABOUT: THE RISE OF PREDICTION MARKETS LIKE KALSHI AND POLYMARKET💭 and how they are symptomatic of our current relationship to critical thinking. We are so inundated with poor quality information that we’ve become reliant on intermediaries, be it ChatGPT or your favorite influencer, to process what is happening on our behalf. It’s no coincidence that in a moment where we are ceding a lot of that independent thinking, here comes a tool that makes the personal opinion the subject of the wager.  So many of our modern tools like generative AI treat reasoning as this vestigial intermediate step - only valuable insofar as it gets you to the correct answer. And the emergence of betting markets takes this idea to an extreme place via financial incentive. The natural outcome is speculation, because what use is there in understanding fundamentals and deducing outcomes if you can still get the coin toss wrong? Let’s talk about the problem with valuing outcomes alone and not reasoning behind them. #culturalanalysis #predictionmarkets #kalshi #polymarket #criticalthinking ",2025-12-31T00:58:04.000Z,2702,237,785,53,20800,94,"culturalanalysis, predictionmarkets, kalshi, polymarket, criticalthinking",Ghost,4788,False,US,#predictionmarkets,"betting_market, kalshi, polymarket, prediction_market","description, hashtags, transcript",,"It's no surprise prediction markets are surging because we've never been less equipped to have informed opinions. If the attention economy emerged because we were unequipped to sort through how much we were seeing, the opinions and takes economy emerges because we are unequipped to understand what we are seeing, especially in this age of AI, rage bait, and institutional decline. And into that vacuum steps actors and platforms that promise clarity without the burden of understanding, aka truth without meaning. The founder of Calcia said, The long term vision is to financialize everything and create a tradable asset out of any difference in opinion. And I think if you do build a general purpose exchange that can resolve differences of opinions on anything, like the time is quite massive. And I'll concede, on pure accuracy, probabilistic guessing can rival reasoning, especially if you're completely uninformed. But what kind of value system is reflected by a world where outcomes matter financially and rationale does not? If we're saying foundational skills like reasoning have no inherent value because you still might get the answer wrong, then what incentive is there to seek knowledge at all? Prediction markets love to call themselves collective intelligence engines. But this is the same verbal trap we fall into as with AI. Real intelligence is based on reasoning and conclusions, not just instinctual consensus thinking. In your average information diet, it feels insane to think that we're going to land on the group wisdom end of the spectrum and not the mob mentality one. In a lot of ways, I'm reminded of the conversation around optimism and the decline of true criticism. And this feels like a really extreme version of that. Going from its popularity makes it valuable to its popularity makes it true. Which is a recipe for mass delusion. And that's rather the point. Max uncertainty is the world where these platforms profit the most. Remember that the house doesn't need truth. It just needs action."
7620244891989314836,https://www.tiktok.com/@seriousashton/video/7620244891989314836,Access to the discord in my bio 📈 #polymarket #predictionmarket #crypto ,2026-03-23T00:42:20.000Z,18,2,5,2,284,107,"polymarket, predictionmarket, crypto",seriousashton,310,False,AU,#predictionmarkets,polymarket,"description, hashtags, transcript",,"Holy shit. This is the current leaderboard for Polymarket. This guy is up 5 million. This guy is up 2 million. This guy is up 4 million. These guys are considered whales. Whales pretty much are whoever makes the most money or are betting a ridiculous amount on single trades. You wondering how they make money like that? They probably have insider information or they know what to do and what to trade. So instead of trying to learn what they're doing, why don't we just copy them? I've been able to find a bot that sends out trades that whales make. We have traders that are weather traders, politics traders, crypto traders and sports traders on the Polymarket. Every single time they make a trade, it sends out a signal just like this. Right here is we have the sports alpha. This is the amount of trades he's done so far today. Right here we have a crypto trader. The crypto alpha, he made a trade on the Bitcoin up and down and put $6,200 on this trade. So we can just copy him. But over here we have the weather alpha trader where he put $5,600 on this single trade on which one is going to be the highest temperature on Atlanta. And here is the list of all the traders that we have connected to this wallet tracker. We have this guy which is an event alpha. He's made $11 million so far on P&L. This guy is the weather alpha. He's made $77,000 but he's consistent with 65% to 75% win rate. We have this guy who's a crypto alpha. He's made $2 million with a 55% to 65% win rate. We also have the politics. He's made $1.4 million. We have this guy who's made $5 million on the sports market. Like it's that simple. This bot just sends out the trades every time they make it and you just copy it. That simple. If you want access to it, it's just in my description. And just join the Discord server for free."
7620208533161659679,https://www.tiktok.com/@predictandprofit/video/7620208533161659679,#predictionmarkets #kalshi #pythonprogramming #weathertrading #algotrading,2026-03-22T22:21:17.000Z,6,,2,0,154,55,"predictionmarkets, kalshi, pythonprogramming, weathertrading, algotrading",Predict & Profit,503,False,US,#predictionmarkets,"kalshi, prediction_market","description, hashtags, transcript",,"I built a bot that trades prediction markets automatically. No manual trading. No watching charts all day. It scans the markets, scores each opportunity, and places trades on its own. It uses real weather forecast data from a 31-member ensemble model to predict outcomes before the market does. Every trade is logged. Every decision is tracked. This is my live Calshi portfolio. Real positions, placed by the bot today. Prediction markets let you trade yes or no on real-world events. Weather, inflation, economics. Most traders are guessing. My bot is using data. I package the entire system so you can run it yourself. Full Python source code, ready to deploy. $9.99 gets you the book. $67 gets you the full source code, both at the link in my bio. The bot runs while I sleep. Maybe yours can too."
7609766259344870687,https://www.tiktok.com/@nick.predikts/video/7609766259344870687,This kalshi trading method is an infinite money glitch #predictionmarkets #polymarket #predictionmarket #kalshi  #greenscreen ,2026-02-22T18:59:57.000Z,772,34,204,21,24100,81,"predictionmarkets, polymarket, predictionmarket, kalshi, greenscreen",nick.predikts,387,False,US,#predictionmarkets,"kalshi, polymarket, prediction_market","description, hashtags, transcript",,"So I think that I might have just found an infinite money glitch with this Kalshi trading method. I tried it out for the first time yesterday. I only put $3 on it cause I'm just trying it out. I don't know for sure if it's gonna be profitable long term, but yesterday it worked and I'm gonna continue to test it. But basically it's just exploiting a weird loophole on Kalshi. So I don't know why, but for some reason for the MLB and any money line sports, they have yes and no options for both teams, which makes absolutely no sense. Like you can get the Mets yes, minus 1, 13 to win the game, no, minus 6, 15. The markets are just very skewed. In reality, all they need is yes for both teams because only one team can win, one team can lose. You don't need a no option. It just adds more data and makes the lines really weird. So yesterday the Pirates were playing the Oreos, they went up 7 to 2. They were like minus 600 or something like that on the yes, but then I looked at the Oreos to win on no, and it was plus 100. So the Pirates were minus 600 to win the game, meaning the Oreos were plus 600, but we got basically the Pirates to win at plus 100. It made absolutely no sense. Now this might just be because it's preseason baseball and there's not A ton of liquidity, but it might be something to look out for. We we we might be able to exploit this. Now make sure you guys are following me to stay up to date throughout the season to see if they patch this method. And I also drop a ton of different tips to help you be profitable on prediction markets like Poly Market and Kashi."
7617230009182293278,https://www.tiktok.com/@jusdayunce/video/7617230009182293278,#prediction #polymarket #kalshi,2026-03-14T21:43:04.000Z,16,,4,9,950,18,"prediction, polymarket, kalshi",jusdayunce,21,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags",,it's running every 60 seconds it's gonna scan so it's found nothing so far it might not find anything it might not find anything but if it does that's a win that's literally a win oh I'm actually real excited
7608797188512042270,https://www.tiktok.com/@ritzamster/video/7608797188512042270,Arbs are still a great strategy and I still see tons popping up all the time! #kalshi #polymarket #opinion,2026-02-20T04:19:29.000Z,431,72,294,14,11500,70,"kalshi, polymarket, opinion",Ritz | Prediction Analytics,804,False,US,#predictionmarkets,"kalshi, polymarket, prediction_market","description, hashtags, transcript",,"I made over $1,000 this week trading prediction markets using a simple strategy that you can too. Let me show you how it works. I'm currently on Oddpool's Arbitrage Scanner, and the way this works is that it finds matched events across different venues, like PolyMarket, Caution, and Opinion, and it surfaces ARB opportunities between them. So Arbitrage is basically won by the yes and the no outcome of the same event, and that's equal to less than a dollar, so you're guaranteed to make a profit no matter how that event resolves. You can see the Arbitrage Scanner has a bunch of features like net profit, 24-hour volume liquidity, and the resolution time, and also whichever venues you have access to. You can see that the top ARB right now is S&P 500 Additions and Q1 being SOFI. It's saying to buy Kaoshi Yes at $0.37 and No at $0.558. You're going to get a 7.2 gross spread, and after fees, you're up to a 5% gain. You have links to platforms to kind of go and trade on them, and there's over 400 of these opportunities available right now. There's constantly more being added, and volume shifts around all the time, so I use this and the API access to this to kind of get good trading strategies and insights into what to trade to. You can kind of see the profit area, how it changes over time, and there's a bunch of ARBs always available."
7609432736536759582,https://www.tiktok.com/@nate.b.jones/video/7609432736536759582,And what are the Ai agents buying? #ai #chatgpt #learn #LearnOnTikTok ,2026-02-21T21:25:43.000Z,30100,6926,12402,922,441300,112,"ai, chatgpt, learn, LearnOnTikTok",Nate,477100,False,US,#predictionmarkets,"polymarket, prediction_market",transcript,,"13,000 AI agents opened their own crypto wallets in a single day. Not developer experiments, autonomous software with its own money. And last week, three things happened within hours of each other that makes this possible. Coinbase launched wallets designed not for people, but for AI agents. Cloudflare started automatically converting websites into agent-readable formats whenever AI requests a page. And OpenAI gave agents the ability to install software, run scripts, and write files inside hosted containers. None of these companies coordinated, they didn't need to. They're all building toward the same vision. Here's what it looks like in practice. A developer connected an agent to a video generation model and gave it an Amazon product link. The agent crawled the Amazon web page, extracted photos, identified which ones worked for a video, fed them into a video generator, also AI, and produced a UGC-style product video, the kind of thing that creators get paid $500 or more to make. No human touched any one of the steps along the way. And then there's PolyMarket. The prediction market did $12 billion in volume in January alone. But researchers analyzing 86 million bets found that algorithmic traders, AI traders, extracted almost all of the profit in the system over the last 12 months. And the part that gets me is that PolyMarket admits this. They tweeted that AI agents are now earning money to pay for their own compute costs by betting on the platform. The agents are funding themselves. And really, the internet is forking. There's the human web, what you're looking at now, fonts, layouts, scroll animations. And then there's the agent web, APIs, structured data, payment protocols. These are the same servers, but they're completely different clients. The last time this happened, we called it the mobile web. That fork created Uber, Instagram, WhatsApp. This one, this one is just getting started."
7609243950498598174,https://www.tiktok.com/@jake.coppen/video/7609243950498598174,Agree or disagree? #predictionmarkets #kalshi #polymarket,2026-02-21T09:14:28.000Z,33,,2,4,949,44,"predictionmarkets, kalshi, polymarket",Jake Coppen,34,False,US,#predictionmarkets,"kalshi, polymarket, prediction_market","description, hashtags, transcript",,"Prediction markets are a scam. Recently for the Superbowl, one of my friend's friends had an inside scoop at a company that was not running a Superbowl ad. So, he bet on Kelshi that they wouldn't have a Superbowl commercial. And he was right. And he made a lot of money. It's just insider trading. Now, some people say it's more like investing. It's not. It's more like gambling. There's no regulation. It's the absolute wild west. I'm not saying that companies won't succeed themselves because they have backing from major investors. They have a lot of users and their momentum is strong. But if you think people are just going to be able to insider trade forever on Kelshi and Polymarket, I think you're wrong."
7620252656379907358,https://www.tiktok.com/@jacqbetts/video/7620252656379907358,hopefully i dont get drafted to WWIII lol  . #polymarket #insider #predictions #kalshi ,2026-03-23T01:12:26.000Z,16,4,4,1,644,39,"polymarket, insider, predictions, kalshi",jacqueline,27,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags, transcript",,here’s how a few thousand dollars in kalshi next couple of days by far the easiest way to make money in 2026 but for some reason no one's doing it so lock in becomes mainstream a lot of people that Kalshi is on the blockchain which means every single trade is public even the insiders we can just copy the most profitable traders that are making millions every single day and we're almost guaranteed to make money almost every single time OddsJam Prediction Insiders tool lets you see what the most profitable traders are betting the most money so you can just copy them and it notifies me every time a bet is posted so I can just copy it without missing a single one it shows you how much the insiders betting how profitable he is ranks the bet from a scale from 1 to 100 if you want access to this becomes mainstream you can get a 7 day free trial with the link in my bio
7595352928165154079,https://www.tiktok.com/@predictitmarkets/video/7595352928165154079,"Wait… so you can trade a probability? 👀📊 Prediction markets work like a real-time forecast: people buy and sell shares on possible outcomes, and the price updates as news, polls, and headlines come in. Here’s the simple part: ✅ Higher price = the crowd thinks it’s more likely ✅ Lower price = the crowd thinks it’s less likely ✅ Prices change fast when new information hits It’s basically “the odds, updated live” — powered by what traders think will happen next. #PredictIt #LearnTok #Forecasting #Explainer #PredictionMarkets  ",2026-01-14T22:48:53.000Z,0,,0,0,130,49,"predictit, learntok, forecasting, explainer, predictionmarkets",PredictIt,369,False,US,#predictionmarkets,"prediction_market, predictit","description, hashtags, transcript",,"What are prediction markets? What do you do? What's going on? There's a group of people find out how likely an outcome is and they begin to take various bets on that. They say, hey, I wanna take Gavin Newsom to win the Democratic presidential nomination and I'll offer you 29 cents. And that's because they think it's less likely than 29 cents. The person who's buying that thinks it's more likely than 29 cents. But it should be really simple. If you think the probability and think of all this in probability, so it says 34 cents, but you can think of it as 34% chance to get the nomination. If you think that's low on Gavin Newsom and you think he is going to win this primary process, you should buy."
7615889123311684877,https://www.tiktok.com/@colepredicts/video/7615889123311684877,Doesn’t even feel legal.. yet somehow it’s public for anyone to see.. #predictionmarkets #polymarket #kalshi ,2026-03-11T06:59:44.000Z,71,1,28,6,2345,49,"predictionmarkets, polymarket, kalshi",colepredicts,883,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags, transcript",,"This is the best polymarket strategy that I've found explained in under 30 seconds. As you know, on polymarket, it's on the blockchain, meaning everyone's trades are completely visible in public for everyone to see. That means top whales who are doing insider trading, you can see exactly what trades they place. Just like when that whole Nancy Pelosi insider trading thing was going on, except these ones we can actually see right when they place the trades and not 45 days later, like with the Nancy Pelosi and the politicians insider trading. You don't have to do all this, but I personally follow a bot that shows me exactly what these people place right when they place them, what these top whales who are using these insider strategies. If you want me to plug you into the bot, just shoot me a DM or comment the word bot. Make sure you're following me so I can actually shoot you a message back. Again, the bot part is not 100% aided. You can copy their trades. It's just a lot easier to do it when you can see them actually come in in real time and get them at the same price that they're getting them at."
7611265426051419423,https://www.tiktok.com/@alex_falcone/video/7611265426051419423,Are prediction markets a scam? #isitascamyep #scam #predictionmarkets #gambling,2026-02-26T19:57:20.000Z,33900,1272,1085,176,162500,76,"isitascamyep, scam, predictionmarkets",Alex Falcone,715000,False,US,#predictionmarkets,prediction_market,"description, transcript",,"Apps that let you bet on everything from when the U.S. will go to war to how much some wrestler will sell his Pokemon cards for are everywhere. But are they a scam? Find out on another episode of my hit series, Is It a Scam? Yup. Prediction markets are gambling apps that are legal in more places than other gambling apps because they chose to call it something different. It's the same way sports gambling is destroying an entire generation of young men financially, but with a cool new rebrand. Because they allow people to bet on stuff that doesn't have the usual safeguards in place, the whole system is awash in insider trading. Like how somebody who works for Bad Bunny predicted correctly what Bad Bunny would do at the Super Bowl. Or how somebody used classified information to make $400,000 off a military action. There's no way that could possibly go wrong, but what that means is if you're not working for Bad Bunny or the government, this is an app to trick you into losing money to those people. It's not just allowed, it's encouraged, so if you're not cheating, you're the sucker. Of course, because it's a giant, unregulated gambling industry, it's also rife with fraud. This study found that 25% of the activity on the entire platform is wash trading, which is a way for people to use multiple accounts and bots to trade back and forth to manipulate the prices. It's like how the stock market feels kinda rigged, but these people figured out a way to get rid of the kinda. So it's a way for the worst people you know to use bots and insider information to siphon money away from young men without any oversight. But is it a scam? Yep."
7608073406981917966,https://www.tiktok.com/@asantecleveland82/video/7608073406981917966,#greenscreen #betting #gambling #prediction #fyp ,2026-02-18T05:31:05.000Z,27,,0,2,326,46,"greenscreen, prediction, fyp",Asante | Deep Voice,441,False,US,#predictionmarkets,prediction_market,transcript,,It's one of the best things I saw all day. New Zealand declares prediction markets are gambling because they are. I really hope that this creates a domino effect for other countries to follow suit but I won't hold my breath. These prediction markets are just gambling and insider trading all rolled into one platform and you can see that because these gambling platforms created their own prediction markets because they're the same thing. This chick is the youngest self-made billionaire because she helped create a more convenient way to ruin people's lives. Anybody who tries to argue that these aren't betting platforms is just a disingenuous liar so good for New Zealand taking a step in the right direction and I hope other countries follow suit.
7620145654530067743,https://www.tiktok.com/@scripted.cinematic/video/7620145654530067743,he will say it. #market #viralitypoly #predictionmarket #polymarket ,2026-03-22T18:17:16.000Z,39,,6,0,4273,30,"market, viralitypoly, predictionmarket, polymarket",CinematicVibe,9,False,US,#predictionmarkets,polymarket,"description, hashtags",,"Oh, bro, this is some shit that I'm trying to put some bread on. What will Trump say at the Thanksgiving turkey pardon on Tuesday? Thanks slash thanks. 20 plus times. I bet no on that. 500 bucks on this. Bro, there's no way he says thank thank slash thanks. 20 plus times at the turkey pardon. There's no shot."
7614428000708496661,https://www.tiktok.com/@seriousashton/video/7614428000708496661,Access to the discord in my bio 📈 #polymarket #predictionmarket #crypto ,2026-03-07T08:29:42.000Z,14,1,2,2,649,74,"polymarket, predictionmarket, crypto",seriousashton,310,False,AU,#predictionmarkets,"polymarket, prediction_market","description, hashtags, transcript",,"Polymarket is probably one of the best ways to make money in 2026 at the moment, if you know what you're doing. A lot of people are creating bots and making money like this, so there's money to be made on certain markets. Obviously, on polymarkets, there's predictions of crypto, finance, politics, sports, everything you need. But remember, each section all has a particular tool that you can use to benefit making money and making sure your predictions are correct. There's also opportunities to make risk-free bets as well, with all different types of prediction markets, like Polymarket and Calshi doing arbitrage bets, and all that other stuff. So the best part about this as well is I'm in the server that has all three of these particular tools that you can use to make some money. First tool that I have is a prediction bot with up and down market that predicts if it's going to be an up and down outcome. Last session right there, I was able to make over 500 USD in one session, maybe an hour or two maximum. So remember, if you're going to be on the polymarket or prediction markets, please use tools to help your predictions to make sure you're making profit. That's all you need to do to make profit in this prediction market. So if you want access to it, just in the bottom bro, in the bio."
7620067489153666317,https://www.tiktok.com/@barryoptiff/video/7620067489153666317,Easiest Prediction I have seen 💯💫 #polymarket #betting #viral ,2026-03-22T13:14:50.000Z,1,1,1,1,29,12,"polymarket, viral",Market Thoughts✅,2,False,US,#predictionmarkets,polymarket,"description, hashtags",,"Bro, what? Will Trump say peanuts this week? 12%? Bro, that can't be right. What? Yeah!"
7618731635466571028,https://www.tiktok.com/@merhebtv/video/7618731635466571028,"The news is the trade. 🌍 Daily plays, live reads & trends on prediction markets. All on Lute. 🔔 #predictionmarkets #polymarket #lute  #trump #iran     ",2026-03-18T22:50:09.000Z,55,3,8,21,983,55,"predictionmarkets, polymarket, lute, trump, iran",merheb,259,False,LB,#predictionmarkets,"polymarket, prediction_market","description, hashtags, transcript",,"I'm gonna bomb the shit out of them. Yeah, that actually happened. Trump said it, did it, and still doing it. But here's what most people miss. Whenever there's chaos, there are people quietly making money off it. Not by guessing, by predicting. That's prediction markets. Real-time markets, where you trade on real events as they happen. Politics, wars, elections, sports, culture. Literally, whatever you like. Live, right now. In the series, I'll be dropping daily plays, live market reels, and trends before anyone else catches them. All on Flute. If you want to be the one who trades the news instead of just watching it, hit the follow button, because the market doesn't wait."
7580563771408616722,https://www.tiktok.com/@zapcryptous/video/7580563771408616722,Prediction Markets Go Mainstream #prediction #crypto ,2025-12-06T02:19:08.000Z,2,,0,0,106,23,"prediction, crypto",Zap Crypto,14,False,MX,#predictionmarkets,"kalshi, polymarket, prediction_market","description, transcript",,"Also, PolyMarket is going mainstream. They were on 60 Minutes, which I feel like is a mainstream moment. Also, Shane, the founder of PolyMarket, becomes one of the youngest billionaires ever. They're open to U.S. users now. Also, Kalshi, so the competitors to PolyMarket, they became an exclusive partner of CNN. So this is like prediction market season. We'll talk about that because there's also some speed bumps ahead for prediction markets."
7619529230669368606,https://www.tiktok.com/@updooteverything/video/7619529230669368606,These odds don’t make sense… someone knows something 👀 #viralitypoly #polymarket #prediction #markets #fyp - ,2026-03-21T02:25:09.000Z,6,,0,0,269,15,"viralitypoly, polymarket, prediction, markets, fyp",BuzzerClips,0,False,US,#predictionmarkets,"polymarket, prediction_market","description, hashtags",,"Bro, what? Will Trump say restaurant this week? 8%?"
7583903406981483783,https://www.tiktok.com/@coingeckotv/video/7583903406981483783,Predictions market explained #crypto #finance #marketupdate #bitcoin #learnfinance ,2025-12-15T02:18:39.000Z,14,2,2,2,720,68,"crypto, finance, marketupdate, bitcoin, learnfinance",CoinGecko | Crypto Explained,21800,False,US,#predictionmarkets,"polymarket, prediction_market",transcript,,"What if you can make money just by guessing the right outcome? Cause apparently you can, and it's called prediction markets. Now, prediction markets let people bet on real world events, sync, elections, sports, crypto, anything. Basically, instead of just having an opinion, you can actually take a position in what you believe will happen. Now, this idea isn't new, but it's actually going mainstream now. Each market has a yes or no contract and the price shows the probability. For example, if a yes contract trades at 70 cents, market thinks there's a 70% chance that that event happens. When the event is over, the winning side settles at $1 and the losing side, zero. Platforms like Polymarket and Kaoshi have absolutely exploded this year. Trading volumes hit record highs during big events, elections, CPI releases, Fed decisions, you name it. So basically prediction markets went from niche to mainstream dashboards of what people think will happen. Prediction markets have essentially become real time sentiment trackers used by traders, analysts, and even hedge funds. It's like a outsourced probability engine for anything that happens in the world. And honestly, this might be the next big frontier for how people forecast the future."
7618861328773451022,https://www.tiktok.com/@itsreallycameron/video/7618861328773451022,No interest rate change #polymarket #kalshi #predictionmarkets,2026-03-19T07:14:28.000Z,26,1,3,1,653,21,"polymarket, kalshi, predictionmarkets",itsreallycameron,1861,False,US,#predictionmarkets,"kalshi, polymarket","description, hashtags",,"I've not made a video on the FOMC interest rate decision that just happened, but this market resolved to no change and Polly Market Traders came to that conclusion back in December. When this switch happened, this was in December. So December people thought no change, no change, no change, and that came out to be true. For April it seems like it's going to be no change as well."
7543703128319823110,https://www.tiktok.com/@mikadontlouz/video/7543703128319823110,the skills you need to make money in prediction markets 🫡 #tech #finance ,2025-08-28T18:21:02.000Z,122,12,41,10,4006,118,"tech, finance",Mika,73900,False,CA,#predictionmarkets,prediction_market,"description, transcript",,Prediction capital markets. I am right on target once again. I've been talking about to anybody that's been watching my content for quite some time now about how important it is to analyze your data to be able to look at things without emotion and just review and simply analyze because data is information and information is power and power is money etc whatever I think I got it wrong but it's like you know information is knowledge and knowledge is power whatever you get the point. You're gonna hear a lot of words pop up like oracle or like you know things that are sounding like predicting the future but it's not about being able to predict the future or being an oracle or psychic or intuitive it's really just about who can read data better than everybody else and here's the thing the people that can do that are the ones that are actually emotionally intelligent and who are able to analyze their emotion because that's all data like your excitement about a new trend that's a data your gut feeling that's data. Most people are controlled by their emotions but winners analyze their emotions. Anyway I think that people are really now even more so obsessed with prediction markets because people want to feel like they're in control of the narrative because we're literally living in the most uncertain times. Anyways if you're good at social media you're pretty much like a data analyst because you are noticing what trends are happening where energy is going and then you're probably able to make trends yourself and or even give like consulting to other people so yeah anyways all in all biggest skill right now is to analyze data most importantly your own.
7596420396979686670,https://www.tiktok.com/@itsreallycameron/video/7596420396979686670,Full time prediction market trader #polymarket #fyp #daytrade,2026-01-17T19:51:20.000Z,39,2,21,11,1683,42,"polymarket, fyp, daytrade",itsreallycameron,1861,False,US,#predictionmarkets,"polymarket, prediction_market","description, hashtags, transcript",,"I'm a full-time prediction market trader on PolyMarket and the only way you can be profitable is if you have an edge. I made a full video on this, on different edge types, speed, knowledge, rules, overreaction, missed price, edge. As long as you have one of these, you can be profitable. One of the edge types, overreaction, headlines cause price to swing too hard in the short term. One of the examples of that is the US strike on Iran. At one point it was at 82% that the US would strike Iran and now it's sitting at 12% as a chance because people overreact to the headlines. So if you rode the mean reversion, then you would have made a lot of money if you paid attention to the substance of what was happening in the region. Feel free to join my Discord to learn more about prediction markets."
